# Step Time(s) Pxy(Pa) Pxz(Pa) Pyz(Pa)
1536 3.072000e-12 -7.014521e+54 4.499715e+54 -1.950605e+55
1537 3.074000e-12 -6.958517e+54 4.463789e+54 -1.935031e+55
1538 3.076000e-12 -6.902961e+54 4.428150e+54 -1.919582e+55
1539 3.078000e-12 -6.847847e+54 4.392796e+54 -1.904256e+55
1540 3.080000e-12 -6.793174e+54 4.357724e+54 -1.889053e+55
1541 3.082000e-12 -6.738937e+54 4.322932e+54 -1.873970e+55
1542 3.084000e-12 -6.685134e+54 4.288417e+54 -1.859009e+55
1543 3.086000e-12 -6.631760e+54 4.254179e+54 -1.844166e+55
1544 3.088000e-12 -6.578812e+54 4.220213e+54 -1.829442e+55
1545 3.090000e-12 -6.526286e+54 4.186519e+54 -1.814836e+55
1546 3.092000e-12 -6.474181e+54 4.153094e+54 -1.800347e+55
1547 3.094000e-12 -6.422491e+54 4.119936e+54 -1.785973e+55
1548 3.096000e-12 -6.371214e+54 4.087042e+54 -1.771713e+55
1549 3.098000e-12 -6.320346e+54 4.054411e+54 -1.757568e+55
1550 3.100000e-12 -6.269884e+54 4.022041e+54 -1.743536e+55
1551 3.102000e-12 -6.219825e+54 3.989929e+54 -1.729615e+55
1552 3.104000e-12 -6.170166e+54 3.958073e+54 -1.715806e+55
1553 3.106000e-12 -6.120904e+54 3.926472e+54 -1.702107e+55
1554 3.108000e-12 -6.072034e+54 3.895123e+54 -1.688517e+55
1555 3.110000e-12 -6.023555e+54 3.864024e+54 -1.675036e+55
1556 3.112000e-12 -5.975463e+54 3.833174e+54 -1.661663e+55
1557 3.114000e-12 -5.927755e+54 3.802570e+54 -1.648396e+55
1558 3.116000e-12 -5.880428e+54 3.772210e+54 -1.635235e+55
1559 3.118000e-12 -5.833479e+54 3.742093e+54 -1.622180e+55
1560 3.120000e-12 -5.786904e+54 3.712216e+54 -1.609228e+55
1561 3.122000e-12 -5.740701e+54 3.682578e+54 -1.596380e+55
1562 3.124000e-12 -5.694868e+54 3.653176e+54 -1.583634e+55
1563 3.126000e-12 -5.649400e+54 3.624009e+54 -1.570991e+55
1564 3.128000e-12 -5.604295e+54 3.595075e+54 -1.558448e+55
1565 3.130000e-12 -5.559550e+54 3.566372e+54 -1.546005e+55
1566 3.132000e-12 -5.515163e+54 3.537898e+54 -1.533662e+55
1567 3.134000e-12 -5.471130e+54 3.509651e+54 -1.521417e+55
1568 3.136000e-12 -5.427448e+54 3.481630e+54 -1.509270e+55
1569 3.138000e-12 -5.384116e+54 3.453833e+54 -1.497220e+55
1570 3.140000e-12 -5.341129e+54 3.426258e+54 -1.485266e+55
1571 3.142000e-12 -5.298485e+54 3.398902e+54 -1.473408e+55
1572 3.144000e-12 -5.256182e+54 3.371765e+54 -1.461644e+55
1573 3.146000e-12 -5.214217e+54 3.344845e+54 -1.449975e+55
1574 3.148000e-12 -5.172586e+54 3.318140e+54 -1.438398e+55
1575 3.150000e-12 -5.131289e+54 3.291648e+54 -1.426914e+55
1576 3.152000e-12 -5.090320e+54 3.265367e+54 -1.415521e+55
1577 3.154000e-12 -5.049679e+54 3.239297e+54 -1.404220e+55
1578 3.156000e-12 -5.009363e+54 3.213434e+54 -1.393009e+55
1579 3.158000e-12 -4.969368e+54 3.187778e+54 -1.381887e+55
1580 3.160000e-12 -4.929692e+54 3.162327e+54 -1.370854e+55
1581 3.162000e-12 -4.890334e+54 3.137079e+54 -1.359909e+55
1582 3.164000e-12 -4.851289e+54 3.112032e+54 -1.349051e+55
1583 3.166000e-12 -4.812557e+54 3.087186e+54 -1.338281e+55
1584 3.168000e-12 -4.774133e+54 3.062538e+54 -1.327596e+55
1585 3.170000e-12 -4.736016e+54 3.038087e+54 -1.316996e+55
1586 3.172000e-12 -4.698204e+54 3.013831e+54 -1.306481e+55
