# Step Time(s) Pxy(Pa) Pxz(Pa) Pyz(Pa)
776 1.552000e-12 -1.828385e+51 -1.811694e+51 1.727731e+51
777 1.554000e-12 -1.813787e+51 -1.797229e+51 1.713937e+51
778 1.556000e-12 -1.799306e+51 -1.782880e+51 1.700253e+51
779 1.558000e-12 -1.784940e+51 -1.768646e+51 1.686678e+51
780 1.560000e-12 -1.770689e+51 -1.754525e+51 1.673212e+51
781 1.562000e-12 -1.756552e+51 -1.740517e+51 1.659853e+51
782 1.564000e-12 -1.742528e+51 -1.726620e+51 1.646601e+51
783 1.566000e-12 -1.728615e+51 -1.712835e+51 1.633454e+51
784 1.568000e-12 -1.714814e+51 -1.699160e+51 1.620413e+51
785 1.570000e-12 -1.701123e+51 -1.685594e+51 1.607475e+51
786 1.572000e-12 -1.687541e+51 -1.672136e+51 1.594641e+51
787 1.574000e-12 -1.674068e+51 -1.658786e+51 1.581910e+51
788 1.576000e-12 -1.660702e+51 -1.645542e+51 1.569280e+51
789 1.578000e-12 -1.647443e+51 -1.632404e+51 1.556751e+51
790 1.580000e-12 -1.634290e+51 -1.619371e+51 1.544322e+51
791 1.582000e-12 -1.621242e+51 -1.606442e+51 1.531992e+51
792 1.584000e-12 -1.608298e+51 -1.593616e+51 1.519760e+51
793 1.586000e-12 -1.595457e+51 -1.580892e+51 1.507626e+51
794 1.588000e-12 -1.582719e+51 -1.568271e+51 1.495590e+51
795 1.590000e-12 -1.570083e+51 -1.555749e+51 1.483649e+51
796 1.592000e-12 -1.557547e+51 -1.543328e+51 1.471803e+51
797 1.594000e-12 -1.545112e+51 -1.531006e+51 1.460052e+51
798 1.596000e-12 -1.532775e+51 -1.518783e+51 1.448395e+51
799 1.598000e-12 -1.520538e+51 -1.506657e+51 1.436831e+51
800 1.600000e-12 -1.508398e+51 -1.494628e+51 1.425360e+51
801 1.602000e-12 -1.496355e+51 -1.482695e+51 1.413980e+51
802 1.604000e-12 -1.484408e+51 -1.470857e+51 1.402690e+51
803 1.606000e-12 -1.472556e+51 -1.459114e+51 1.391491e+51
804 1.608000e-12 -1.460799e+51 -1.447464e+51 1.380382e+51
805 1.610000e-12 -1.449136e+51 -1.435907e+51 1.369361e+51
806 1.612000e-12 -1.437566e+51 -1.424443e+51 1.358428e+51
807 1.614000e-12 -1.426089e+51 -1.413070e+51 1.347582e+51
808 1.616000e-12 -1.414703e+51 -1.401788e+51 1.336823e+51
809 1.618000e-12 -1.403408e+51 -1.390597e+51 1.326150e+51
810 1.620000e-12 -1.392203e+51 -1.379494e+51 1.315562e+51
811 1.622000e-12 -1.381088e+51 -1.368480e+51 1.305058e+51
812 1.624000e-12 -1.370061e+51 -1.357554e+51 1.294639e+51
813 1.626000e-12 -1.359123e+51 -1.346715e+51 1.284302e+51
814 1.628000e-12 -1.348272e+51 -1.335963e+51 1.274049e+51
815 1.630000e-12 -1.337507e+51 -1.325297e+51 1.263877e+51
816 1.632000e-12 -1.326828e+51 -1.314716e+51 1.253786e+51
817 1.634000e-12 -1.316235e+51 -1.304219e+51 1.243775e+51
818 1.636000e-12 -1.305726e+51 -1.293806e+51 1.233845e+51
819 1.638000e-12 -1.295301e+51 -1.283476e+51 1.223994e+51
820 1.640000e-12 -1.284959e+51 -1.273229e+51 1.214222e+51
821 1.642000e-12 -1.274700e+51 -1.263064e+51 1.204527e+51
822 1.644000e-12 -1.264523e+51 -1.252979e+51 1.194911e+51
823 1.646000e-12 -1.254427e+51 -1.242976e+51 1.185370e+51
824 1.648000e-12 -1.244412e+51 -1.233052e+51 1.175906e+51
825 1.650000e-12 -1.234476e+51 -1.223207e+51 1.166518e+51
826 1.652000e-12 -1.224620e+51 -1.213441e+51 1.157204e+51
827 1.654000e-12 -1.214843e+51 -1.203753e+51 1.147965e+51
828 1.656000e-12 -1.205144e+51 -1.194142e+51 1.138800e+51
829 1.658000e-12 -1.195522e+51 -1.184608e+51 1.129708e+51
830 1.660000e-12 -1.185977e+51 -1.175150e+51 1.120688e+51
831 1.662000e-12 -1.176508e+51 -1.165768e+51 1.111741e+51
832 1.664000e-12 -1.167115e+51 -1.156460e+51 1.102864e+51
833 1.666000e-12 -1.157796e+51 -1.147227e+51 1.094059e+51
834 1.668000e-12 -1.148553e+51 -1.138068e+51 1.085324e+51
835 1.670000e-12 -1.139383e+51 -1.128981e+51 1.076659e+51
836 1.672000e-12 -1.130286e+51 -1.119967e+51 1.068063e+51
837 1.674000e-12 -1.121262e+51 -1.111026e+51 1.059536e+51
838 1.676000e-12 -1.112309e+51 -1.102155e+51 1.051076e+51
839 1.678000e-12 -1.103429e+51 -1.093356e+51 1.042684e+51
840 1.680000e-12 -1.094619e+51 -1.084626e+51 1.034360e+51
841 1.682000e-12 -1.085879e+51 -1.075967e+51 1.026101e+51
842 1.684000e-12 -1.077210e+51 -1.067376e+51 1.017909e+51
843 1.686000e-12 -1.068609e+51 -1.058854e+51 1.009782e+51
844 1.688000e-12 -1.060078e+51 -1.050400e+51 1.001720e+51
845 1.690000e-12 -1.051614e+51 -1.042014e+51 9.937221e+50
846 1.692000e-12 -1.043218e+51 -1.033694e+51 9.857882e+50
847 1.694000e-12 -1.034889e+51 -1.025441e+51 9.779177e+50
848 1.696000e-12 -1.026626e+51 -1.017254e+51 9.701100e+50
849 1.698000e-12 -1.018430e+51 -1.009133e+51 9.623646e+50
850 1.700000e-12 -1.010299e+51 -1.001076e+51 9.546811e+50
851 1.702000e-12 -1.002232e+51 -9.930831e+50 9.470589e+50
852 1.704000e-12 -9.942305e+50 -9.851543e+50 9.394976e+50
853 1.706000e-12 -9.862926e+50 -9.772888e+50 9.319967e+50
854 1.708000e-12 -9.784180e+50 -9.694861e+50 9.245556e+50
855 1.710000e-12 -9.706063e+50 -9.617458e+50 9.171740e+50
856 1.712000e-12 -9.628570e+50 -9.540672e+50 9.098512e+50
857 1.714000e-12 -9.551695e+50 -9.464499e+50 9.025870e+50
858 1.716000e-12 -9.475435e+50 -9.388935e+50 8.953807e+50
859 1.718000e-12 -9.399783e+50 -9.313973e+50 8.882320e+50
860 1.720000e-12 -9.324735e+50 -9.239611e+50 8.811404e+50
861 1.722000e-12 -9.250286e+50 -9.165841e+50 8.741053e+50
862 1.724000e-12 -9.176432e+50 -9.092661e+50 8.671265e+50
863 1.726000e-12 -9.103167e+50 -9.020066e+50 8.602034e+50
864 1.728000e-12 -9.030488e+50 -8.948049e+50 8.533355e+50
865 1.730000e-12 -8.958388e+50 -8.876608e+50 8.465225e+50
866 1.732000e-12 -8.886864e+50 -8.805737e+50 8.397638e+50
867 1.734000e-12 -8.815912e+50 -8.735432e+50 8.330592e+50
868 1.736000e-12 -8.745525e+50 -8.665689e+50 8.264080e+50
869 1.738000e-12 -8.675701e+50 -8.596502e+50 8.198100e+50
870 1.740000e-12 -8.606434e+50 -8.527867e+50 8.132646e+50
871 1.742000e-12 -8.537721e+50 -8.459781e+50 8.067715e+50
872 1.744000e-12 -8.469555e+50 -8.392238e+50 8.003302e+50
873 1.746000e-12 -8.401935e+50 -8.325234e+50 7.939404e+50
874 1.748000e-12 -8.334853e+50 -8.258766e+50 7.876016e+50
875 1.750000e-12 -8.268308e+50 -8.192828e+50 7.813134e+50
876 1.752000e-12 -8.202294e+50 -8.127416e+50 7.750754e+50
877 1.754000e-12 -8.136807e+50 -8.062527e+50 7.688872e+50
878 1.756000e-12 -8.071842e+50 -7.998156e+50 7.627484e+50
879 1.758000e-12 -8.007397e+50 -7.934298e+50 7.566586e+50
880 1.760000e-12 -7.943466e+50 -7.870951e+50 7.506174e+50
881 1.762000e-12 -7.880045e+50 -7.808109e+50 7.446245e+50
882 1.764000e-12 -7.817131e+50 -7.745769e+50 7.386794e+50
883 1.766000e-12 -7.754719e+50 -7.683927e+50 7.327818e+50
884 1.768000e-12 -7.692805e+50 -7.622579e+50 7.269313e+50
885 1.770000e-12 -7.631386e+50 -7.561720e+50 7.211274e+50
886 1.772000e-12 -7.570457e+50 -7.501347e+50 7.153700e+50
887 1.774000e-12 -7.510014e+50 -7.441456e+50 7.096584e+50
888 1.776000e-12 -7.450054e+50 -7.382044e+50 7.039925e+50
889 1.778000e-12 -7.390573e+50 -7.323106e+50 6.983719e+50
890 1.780000e-12 -7.331567e+50 -7.264638e+50 6.927961e+50
891 1.782000e-12 -7.273032e+50 -7.206637e+50 6.872648e+50
892 1.784000e-12 -7.214964e+50 -7.149099e+50 6.817777e+50
893 1.786000e-12 -7.157359e+50 -7.092021e+50 6.763343e+50
894 1.788000e-12 -7.100215e+50 -7.035398e+50 6.709345e+50
895 1.790000e-12 -7.043527e+50 -6.979227e+50 6.655777e+50
896 1.792000e-12 -6.987323e+50 -6.924055e+50 6.602676e+50
897 1.794000e-12 -6.931631e+50 -6.870410e+50 6.550074e+50
898 1.796000e-12 -6.876288e+50 -6.815557e+50 6.497778e+50
899 1.798000e-12 -6.821388e+50 -6.761141e+50 6.445900e+50
900 1.800000e-12 -6.766926e+50 -6.707160e+50 6.394436e+50
901 1.802000e-12 -6.712899e+50 -6.653610e+50 6.343383e+50
902 1.804000e-12 -6.659303e+50 -6.600488e+50 6.292737e+50
903 1.806000e-12 -6.606135e+50 -6.547790e+50 6.242496e+50
904 1.808000e-12 -6.553392e+50 -6.495512e+50 6.192656e+50
905 1.810000e-12 -6.501070e+50 -6.443652e+50 6.143214e+50
906 1.812000e-12 -6.449165e+50 -6.392207e+50 6.094166e+50
907 1.814000e-12 -6.397676e+50 -6.341174e+50 6.045511e+50
908 1.816000e-12 -6.346597e+50 -6.290546e+50 5.997244e+50
909 1.818000e-12 -6.295925e+50 -6.240322e+50 5.949362e+50
910 1.820000e-12 -6.245659e+50 -6.190500e+50 5.901862e+50
911 1.822000e-12 -6.195793e+50 -6.141075e+50 5.854742e+50
912 1.824000e-12 -6.146326e+50 -6.092044e+50 5.807997e+50
913 1.826000e-12 -6.097254e+50 -6.043405e+50 5.761626e+50
914 1.828000e-12 -6.048573e+50 -5.995155e+50 5.715625e+50
915 1.830000e-12 -6.000282e+50 -5.947290e+50 5.669992e+50
916 1.832000e-12 -5.952375e+50 -5.899806e+50 5.624723e+50
917 1.834000e-12 -5.904852e+50 -5.852702e+50 5.579815e+50
918 1.836000e-12 -5.857707e+50 -5.805974e+50 5.535266e+50
919 1.838000e-12 -5.810939e+50 -5.759619e+50 5.491072e+50
920 1.840000e-12 -5.764545e+50 -5.713635e+50 5.447231e+50
921 1.842000e-12 -5.718521e+50 -5.668017e+50 5.403741e+50
922 1.844000e-12 -5.672864e+50 -5.622764e+50 5.360597e+50
923 1.846000e-12 -5.627572e+50 -5.577871e+50 5.317798e+50
924 1.848000e-12 -5.582641e+50 -5.533338e+50 5.275341e+50
925 1.850000e-12 -5.538070e+50 -5.489159e+50 5.233223e+50
926 1.852000e-12 -5.493854e+50 -5.445334e+50 5.191440e+50
927 1.854000e-12 -5.449991e+50 -5.401858e+50 5.149992e+50
928 1.856000e-12 -5.406478e+50 -5.358730e+50 5.108874e+50
929 1.858000e-12 -5.363313e+50 -5.315946e+50 5.068085e+50
930 1.860000e-12 -5.320492e+50 -5.273503e+50 5.027622e+50
931 1.862000e-12 -5.278013e+50 -5.231400e+50 4.987481e+50
932 1.864000e-12 -5.235873e+50 -5.189632e+50 4.947661e+50
933 1.866000e-12 -5.194070e+50 -5.148198e+50 4.908159e+50
934 1.868000e-12 -5.152601e+50 -5.107095e+50 4.868972e+50
935 1.870000e-12 -5.111462e+50 -5.066320e+50 4.830098e+50
936 1.872000e-12 -5.070653e+50 -5.025871e+50 4.791535e+50
937 1.874000e-12 -5.030168e+50 -4.985744e+50 4.753279e+50
938 1.876000e-12 -4.990008e+50 -4.945938e+50 4.715329e+50
939 1.878000e-12 -4.950167e+50 -4.906449e+50 4.677682e+50
940 1.880000e-12 -4.910645e+50 -4.867276e+50 4.640335e+50
941 1.882000e-12 -4.871439e+50 -4.828416e+50 4.603287e+50
942 1.884000e-12 -4.832545e+50 -4.789866e+50 4.566534e+50
943 1.886000e-12 -4.793962e+50 -4.751624e+50 4.530075e+50
944 1.888000e-12 -4.755687e+50 -4.713687e+50 4.493907e+50
945 1.890000e-12 -4.717718e+50 -4.676053e+50 4.458027e+50
946 1.892000e-12 -4.680051e+50 -4.638719e+50 4.422435e+50
947 1.894000e-12 -4.642688e+50 -4.601683e+50 4.387126e+50
948 1.896000e-12 -4.605628e+50 -4.564942e+50 4.352098e+50
949 1.898000e-12 -4.568857e+50 -4.528496e+50 4.317351e+50
950 1.900000e-12 -4.532379e+50 -4.492340e+50 4.282881e+50
951 1.902000e-12 -4.496192e+50 -4.456473e+50 4.248687e+50
952 1.904000e-12 -4.460295e+50 -4.420893e+50 4.214765e+50
953 1.906000e-12 -4.424684e+50 -4.385597e+50 4.181115e+50
954 1.908000e-12 -4.389357e+50 -4.350582e+50 4.147733e+50
955 1.910000e-12 -4.354313e+50 -4.315847e+50 4.114617e+50
956 1.912000e-12 -4.319548e+50 -4.281389e+50 4.081766e+50
957 1.914000e-12 -4.285060e+50 -4.247207e+50 4.049177e+50
958 1.916000e-12 -4.250849e+50 -4.213297e+50 4.016849e+50
959 1.918000e-12 -4.216910e+50 -4.179658e+50 3.984778e+50
960 1.920000e-12 -4.183242e+50 -4.146287e+50 3.952964e+50
961 1.922000e-12 -4.149843e+50 -4.113183e+50 3.921403e+50
962 1.924000e-12 -4.116711e+50 -4.080344e+50 3.890095e+50
963 1.926000e-12 -4.083843e+50 -4.047766e+50 3.859036e+50
964 1.928000e-12 -4.051237e+50 -4.015449e+50 3.828226e+50
965 1.930000e-12 -4.018892e+50 -3.983390e+50 3.797661e+50
966 1.932000e-12 -3.986806e+50 -3.951586e+50 3.767341e+50
967 1.934000e-12 -3.954975e+50 -3.920037e+50 3.737262e+50
968 1.936000e-12 -3.923398e+50 -3.888739e+50 3.707424e+50
969 1.938000e-12 -3.892074e+50 -3.857692e+50 3.677824e+50
970 1.940000e-12 -3.861000e+50 -3.826892e+50 3.648460e+50
971 1.942000e-12 -3.830173e+50 -3.796338e+50 3.619331e+50
972 1.944000e-12 -3.799593e+50 -3.766028e+50 3.590434e+50
973 1.946000e-12 -3.769257e+50 -3.735960e+50 3.561768e+50
974 1.948000e-12 -3.739163e+50 -3.706132e+50 3.533331e+50
975 1.950000e-12 -3.709310e+50 -3.676542e+50 3.505121e+50
976 1.952000e-12 -3.679695e+50 -3.647189e+50 3.477136e+50
977 1.954000e-12 -3.650316e+50 -3.618069e+50 3.449374e+50
978 1.956000e-12 -3.621172e+50 -3.589183e+50 3.421835e+50
979 1.958000e-12 -3.592261e+50 -3.560527e+50 3.394515e+50
980 1.960000e-12 -3.563580e+50 -3.532099e+50 3.367413e+50
981 1.962000e-12 -3.535128e+50 -3.503899e+50 3.340527e+50
982 1.964000e-12 -3.506904e+50 -3.475924e+50 3.313857e+50
983 1.966000e-12 -3.478905e+50 -3.448172e+50 3.287399e+50
984 1.968000e-12 -3.451129e+50 -3.420642e+50 3.261152e+50
985 1.970000e-12 -3.423575e+50 -3.393332e+50 3.235115e+50
986 1.972000e-12 -3.396242e+50 -3.366239e+50 3.209286e+50
987 1.974000e-12 -3.369126e+50 -3.339363e+50 3.183663e+50
988 1.976000e-12 -3.342227e+50 -3.312702e+50 3.158245e+50
989 1.978000e-12 -3.315543e+50 -3.286253e+50 3.133029e+50
990 1.980000e-12 -3.289071e+50 -3.260016e+50 3.108015e+50
991 1.982000e-12 -3.262811e+50 -3.233988e+50 3.083201e+50
992 1.984000e-12 -3.236761e+50 -3.208168e+50 3.058585e+50
993 1.986000e-12 -3.210919e+50 -3.182554e+50 3.034165e+50
994 1.988000e-12 -3.185283e+50 -3.157144e+50 3.009940e+50
995 1.990000e-12 -3.159851e+50 -3.131937e+50 2.985909e+50
996 1.992000e-12 -3.134623e+50 -3.106932e+50 2.962069e+50
997 1.994000e-12 -3.109596e+50 -3.082126e+50 2.938420e+50
998 1.996000e-12 -3.084769e+50 -3.057519e+50 2.914960e+50
999 1.998000e-12 -3.060141e+50 -3.033107e+50 2.891687e+50
1000 2.000000e-12 -3.035708e+50 -3.008891e+50 2.868599e+50
1001 2.002000e-12 -3.011471e+50 -2.984868e+50 2.845697e+50
1002 2.004000e-12 -2.987428e+50 -2.961037e+50 2.822976e+50
1003 2.006000e-12 -2.963576e+50 -2.937396e+50 2.800438e+50
1004 2.008000e-12 -2.939915e+50 -2.913944e+50 2.778079e+50
1005 2.010000e-12 -2.916443e+50 -2.890679e+50 2.755899e+50
1006 2.012000e-12 -2.893158e+50 -2.867600e+50 2.733896e+50
1007 2.014000e-12 -2.870059e+50 -2.844705e+50 2.712068e+50
1008 2.016000e-12 -2.847144e+50 -2.821993e+50 2.690415e+50
1009 2.018000e-12 -2.824413e+50 -2.799462e+50 2.668935e+50
1010 2.020000e-12 -2.801863e+50 -2.777111e+50 2.647626e+50
1011 2.022000e-12 -2.779492e+50 -2.754938e+50 2.626488e+50
1012 2.024000e-12 -2.757301e+50 -2.732943e+50 2.605518e+50
1013 2.026000e-12 -2.735287e+50 -2.711123e+50 2.584715e+50
1014 2.028000e-12 -2.713448e+50 -2.689478e+50 2.564079e+50
1015 2.030000e-12 -2.691784e+50 -2.668005e+50 2.543607e+50
1016 2.032000e-12 -2.670293e+50 -2.646703e+50 2.523299e+50
1017 2.034000e-12 -2.648973e+50 -2.625572e+50 2.503153e+50
1018 2.036000e-12 -2.627824e+50 -2.604610e+50 2.483168e+50
1019 2.038000e-12 -2.606843e+50 -2.583814e+50 2.463342e+50
1020 2.040000e-12 -2.586030e+50 -2.563185e+50 2.443675e+50
1021 2.042000e-12 -2.565383e+50 -2.542721e+50 2.424165e+50
1022 2.044000e-12 -2.544901e+50 -2.522420e+50 2.404810e+50
1023 2.046000e-12 -2.524583e+50 -2.502281e+50 2.385610e+50
1024 2.048000e-12 -2.504427e+50 -2.482303e+50 2.366563e+50
1025 2.050000e-12 -2.484432e+50 -2.462484e+50 2.347669e+50
1026 2.052000e-12 -2.464598e+50 -2.442824e+50 2.328926e+50
1027 2.054000e-12 -2.444921e+50 -2.423321e+50 2.310332e+50
1028 2.056000e-12 -2.425401e+50 -2.403973e+50 2.291886e+50
1029 2.058000e-12 -2.406036e+50 -2.384779e+50 2.273588e+50
1030 2.060000e-12 -2.386826e+50 -2.365739e+50 2.255435e+50
1031 2.062000e-12 -2.367770e+50 -2.346851e+50 2.237428e+50
1032 2.064000e-12 -2.348866e+50 -2.328114e+50 2.219564e+50
1033 2.066000e-12 -2.330112e+50 -2.309526e+50 2.201843e+50
1034 2.068000e-12 -2.311523e+50 -2.291078e+50 2.184257e+50
1035 2.070000e-12 -2.293110e+50 -2.272759e+50 2.166796e+50
1036 2.072000e-12 -2.274802e+50 -2.254613e+50 2.149497e+50
1037 2.074000e-12 -2.256640e+50 -2.236612e+50 2.132335e+50
1038 2.076000e-12 -2.238623e+50 -2.218755e+50 2.115310e+50
1039 2.078000e-12 -2.220750e+50 -2.201041e+50 2.098422e+50
1040 2.080000e-12 -2.203019e+50 -2.183468e+50 2.081668e+50
1041 2.082000e-12 -2.185430e+50 -2.166035e+50 2.065048e+50
1042 2.084000e-12 -2.167982e+50 -2.148741e+50 2.048561e+50
1043 2.086000e-12 -2.150673e+50 -2.131586e+50 2.032205e+50
1044 2.088000e-12 -2.133502e+50 -2.114567e+50 2.015980e+50
1045 2.090000e-12 -2.116468e+50 -2.097684e+50 1.999884e+50
1046 2.092000e-12 -2.099570e+50 -2.080936e+50 1.983917e+50
1047 2.094000e-12 -2.082807e+50 -2.064322e+50 1.968078e+50
1048 2.096000e-12 -2.066178e+50 -2.047841e+50 1.952364e+50
1049 2.098000e-12 -2.049682e+50 -2.031491e+50 1.936777e+50
1050 2.100000e-12 -2.033317e+50 -2.015271e+50 1.921314e+50
1051 2.102000e-12 -2.017083e+50 -1.999181e+50 1.905974e+50
1052 2.104000e-12 -2.000979e+50 -1.983220e+50 1.890756e+50
1053 2.106000e-12 -1.985003e+50 -1.967386e+50 1.875661e+50
1054 2.108000e-12 -1.969154e+50 -1.951678e+50 1.860685e+50
1055 2.110000e-12 -1.953433e+50 -1.936096e+50 1.845830e+50
1056 2.112000e-12 -1.937837e+50 -1.920638e+50 1.831093e+50
1057 2.114000e-12 -1.922365e+50 -1.905304e+50 1.816473e+50
1058 2.116000e-12 -1.907017e+50 -1.890091e+50 1.801970e+50
1059 2.118000e-12 -1.891791e+50 -1.874998e+50 1.787584e+50
1060 2.120000e-12 -1.876687e+50 -1.860028e+50 1.773312e+50
1061 2.122000e-12 -1.861703e+50 -1.845177e+50 1.759154e+50
1062 2.124000e-12 -1.846839e+50 -1.830445e+50 1.745108e+50
1063 2.126000e-12 -1.832094e+50 -1.815831e+50 1.731176e+50
1064 2.128000e-12 -1.817467e+50 -1.801333e+50 1.717354e+50
1065 2.130000e-12 -1.802956e+50 -1.786952e+50 1.703642e+50
1066 2.132000e-12 -1.788561e+50 -1.772684e+50 1.690041e+50
1067 2.134000e-12 -1.774281e+50 -1.758531e+50 1.676547e+50
1068 2.136000e-12 -1.760116e+50 -1.744491e+50 1.663162e+50
1069 2.138000e-12 -1.746063e+50 -1.730563e+50 1.649883e+50
1070 2.140000e-12 -1.732122e+50 -1.716746e+50 1.636711e+50
1071 2.142000e-12 -1.718293e+50 -1.703039e+50 1.623642e+50
1072 2.144000e-12 -1.704575e+50 -1.689441e+50 1.610679e+50
1073 2.146000e-12 -1.690966e+50 -1.675953e+50 1.597819e+50
1074 2.148000e-12 -1.677465e+50 -1.662572e+50 1.585062e+50
1075 2.150000e-12 -1.664072e+50 -1.649298e+50 1.572407e+50
1076 2.152000e-12 -1.650786e+50 -1.636130e+50 1.559853e+50
1077 2.154000e-12 -1.637606e+50 -1.623067e+50 1.547399e+50
1078 2.156000e-12 -1.624532e+50 -1.610108e+50 1.535044e+50
1079 2.158000e-12 -1.611561e+50 -1.597253e+50 1.522789e+50
1080 2.160000e-12 -1.598695e+50 -1.584501e+50 1.510631e+50
1081 2.162000e-12 -1.585931e+50 -1.571850e+50 1.498570e+50
1082 2.164000e-12 -1.573269e+50 -1.559301e+50 1.486605e+50
1083 2.166000e-12 -1.560708e+50 -1.546851e+50 1.474736e+50
1084 2.168000e-12 -1.548247e+50 -1.534501e+50 1.462962e+50
1085 2.170000e-12 -1.535886e+50 -1.522249e+50 1.451281e+50
1086 2.172000e-12 -1.523624e+50 -1.510094e+50 1.439694e+50
1087 2.174000e-12 -1.511459e+50 -1.498038e+50 1.428199e+50
1088 2.176000e-12 -1.499392e+50 -1.486077e+50 1.416797e+50
1089 2.178000e-12 -1.487420e+50 -1.474212e+50 1.405485e+50
1090 2.180000e-12 -1.475545e+50 -1.462442e+50 1.394263e+50
1091 2.182000e-12 -1.463764e+50 -1.450766e+50 1.383132e+50
1092 2.184000e-12 -1.452077e+50 -1.439183e+50 1.372089e+50
1093 2.186000e-12 -1.440484e+50 -1.427693e+50 1.361134e+50
1094 2.188000e-12 -1.428983e+50 -1.416294e+50 1.350267e+50
1095 2.190000e-12 -1.417574e+50 -1.404986e+50 1.339486e+50
1096 2.192000e-12 -1.406256e+50 -1.393769e+50 1.328792e+50
1097 2.194000e-12 -1.395029e+50 -1.382641e+50 1.318183e+50
1098 2.196000e-12 -1.383891e+50 -1.371602e+50 1.307658e+50
1099 2.198000e-12 -1.372842e+50 -1.360651e+50 1.297218e+50
1100 2.200000e-12 -1.361881e+50 -1.349788e+50 1.286861e+50
1101 2.202000e-12 -1.351008e+50 -1.339011e+50 1.276587e+50
1102 2.204000e-12 -1.340221e+50 -1.328320e+50 1.266394e+50
1103 2.206000e-12 -1.329521e+50 -1.317715e+50 1.256283e+50
1104 2.208000e-12 -1.318906e+50 -1.307194e+50 1.246253e+50
1105 2.210000e-12 -1.308376e+50 -1.296758e+50 1.236303e+50
1106 2.212000e-12 -1.297930e+50 -1.286404e+50 1.226433e+50
1107 2.214000e-12 -5.253185e+55 1.807306e+55 -1.319693e+56
1108 2.216000e-12 -2.084494e+56 7.171542e+55 -5.236628e+56
1109 2.218000e-12 -2.067851e+56 7.114285e+55 -5.194819e+56
1110 2.220000e-12 -2.051341e+56 7.057484e+55 -5.153343e+56
1111 2.222000e-12 -2.034963e+56 7.001137e+55 -5.112199e+56
1112 2.224000e-12 -2.018716e+56 6.945240e+55 -5.071383e+56
1113 2.226000e-12 -2.002599e+56 6.889789e+55 -5.030893e+56
1114 2.228000e-12 -1.986610e+56 6.834781e+55 -4.990727e+56
1115 2.230000e-12 -1.970749e+56 6.780212e+55 -4.950881e+56
1116 2.232000e-12 -1.955014e+56 6.726079e+55 -4.911353e+56
1117 2.234000e-12 -1.939406e+56 6.672378e+55 -4.872141e+56
1118 2.236000e-12 -1.923921e+56 6.619106e+55 -4.833241e+56
1119 2.238000e-12 -1.908561e+56 6.566259e+55 -4.794653e+56
1120 2.240000e-12 -1.893323e+56 6.513834e+55 -4.756372e+56
1121 2.242000e-12 -1.878207e+56 6.461827e+55 -4.718397e+56
1122 2.244000e-12 -1.863211e+56 6.410236e+55 -4.680726e+56
1123 2.246000e-12 -1.848335e+56 6.359057e+55 -4.643355e+56
1124 2.248000e-12 -1.833578e+56 6.308286e+55 -4.606282e+56
1125 2.250000e-12 -1.818939e+56 6.257921e+55 -4.569506e+56
1126 2.252000e-12 -1.804416e+56 6.207958e+55 -4.533023e+56
1127 2.254000e-12 -1.790010e+56 6.158393e+55 -4.496831e+56
1128 2.256000e-12 -1.775718e+56 6.109225e+55 -4.460928e+56
1129 2.258000e-12 -1.761541e+56 6.060449e+55 -4.425312e+56
1130 2.260000e-12 -1.747477e+56 6.012062e+55 -4.389981e+56
1131 2.262000e-12 -1.733525e+56 5.964062e+55 -4.354931e+56
1132 2.264000e-12 -1.719685e+56 5.916445e+55 -4.320161e+56
1133 2.266000e-12 -1.705955e+56 5.869208e+55 -4.285669e+56
1134 2.268000e-12 -1.692334e+56 5.822348e+55 -4.251452e+56
1135 2.270000e-12 -1.678823e+56 5.775862e+55 -4.217509e+56
1136 2.272000e-12 -1.665419e+56 5.729748e+55 -4.183836e+56
1137 2.274000e-12 -1.652122e+56 5.684002e+55 -4.150432e+56
1138 2.276000e-12 -1.638932e+56 5.638620e+55 -4.117295e+56
1139 2.278000e-12 -1.625847e+56 5.593602e+55 -4.084423e+56
1140 2.280000e-12 -1.612866e+56 5.548942e+55 -4.051813e+56
1141 2.282000e-12 -1.599989e+56 5.504640e+55 -4.019463e+56
1142 2.284000e-12 -1.587214e+56 5.460691e+55 -3.987372e+56
1143 2.286000e-12 -1.574542e+56 5.417092e+55 -3.955537e+56
1144 2.288000e-12 -1.561971e+56 5.373842e+55 -3.923956e+56
1145 2.290000e-12 -1.549500e+56 5.330938e+55 -3.892627e+56
1146 2.292000e-12 -1.537129e+56 5.288375e+55 -3.861548e+56
1147 2.294000e-12 -1.524856e+56 5.246153e+55 -3.830717e+56
1148 2.296000e-12 -1.512682e+56 5.204268e+55 -3.800133e+56
1149 2.298000e-12 -1.500605e+56 5.162717e+55 -3.769793e+56
1150 2.300000e-12 -1.488624e+56 5.121498e+55 -3.739695e+56
1151 2.302000e-12 -1.476739e+56 5.080608e+55 -3.709837e+56
1152 2.304000e-12 -1.464948e+56 5.040044e+55 -3.680218e+56
1153 2.306000e-12 -1.453252e+56 4.999804e+55 -3.650835e+56
1154 2.308000e-12 -1.441650e+56 4.959886e+55 -3.621687e+56
1155 2.310000e-12 -1.430139e+56 4.920286e+55 -3.592771e+56
1156 2.312000e-12 -1.418721e+56 4.881003e+55 -3.564086e+56
1157 2.314000e-12 -1.407394e+56 4.842033e+55 -3.535631e+56
1158 2.316000e-12 -1.396157e+56 4.803374e+55 -3.507402e+56
